a	occurrence?id_SignBankVariant=373
bed* (bed+dcl:b-l"bed-spread")	occurrence?id_SignBankVariant=5437

bed+box/room	occurrence?id_SignBankVariant=3291

bed+cushion	occurrence?id_SignBankVariant=3294

(2h)bed+cushion	occurrence?id_SignBankVariant=3153

bed+dcl:b-l"bed-spread"	occurrence?id_SignBankVariant=5936

bee	occurrence?id_SignBankVariant=550

beer	occurrence?id_SignBankVariant=551

before	occurrence?id_SignBankVariant=4646
(nd-1)before	occurrence?id_SignBankVariant=4648
before_2	occurrence?id_SignBankVariant=552
before_2* (before_2+school)	occurrence?id_SignBankVariant=3298
before_3	occurrence?id_SignBankVariant=5312

before_2+school	occurrence?id_SignBankVariant=3297

beg	occurrence?id_SignBankVariant=553
beg* (beg+agent)	occurrence?id_SignBankVariant=3301
beg_2	occurrence?id_SignBankVariant=554
beg_2* (beg_2+agent)	occurrence?id_SignBankVariant=3304

beg+agent	occurrence?id_SignBankVariant=3300

beg_2+agent	occurrence?id_SignBankVariant=3303

behavior	occurrence?id_SignBankVariant=555

behind	occurrence?id_SignBankVariant=556

ns-belgium	occurrence?id_SignBankVariant=1959

believe	occurrence?id_SignBankVariant=4415

bell	occurrence?id_SignBankVariant=557

belong	occurrence?id_SignBankVariant=558
(c)belong	occurrence?id_SignBankVariant=215
(f)belong	occurrence?id_SignBankVariant=6649

below	occurrence?id_SignBankVariant=559

below_2	occurrence?id_SignBankVariant=560
(1h)below_2	occurrence?id_SignBankVariant=6597

belt	occurrence?id_SignBankVariant=561
belt_2	occurrence?id_SignBankVariant=5679

benefit	occurrence?id_SignBankVariant=562

ns-berkeley	occurrence?id_SignBankVariant=5413

berry	occurrence?id_SignBankVariant=563
*berry (black+berry)	occurrence?id_SignBankVariant=3317
*berry (blue+berry)	occurrence?id_SignBankVariant=3323
*berry_2 (black+berry_2)	occurrence?id_SignBankVariant=6256
*berry_2 (blue+berry_2)	occurrence?id_SignBankVariant=6266
berry_3	occurrence?id_SignBankVariant=6267

(r)best-friend	occurrence?id_SignBankVariant=312
*(r)best-friend ((1h)good/thank-you+(r)best-friend)	occurrence?id_SignBankVariant=6364

best-friend	occurrence?id_SignBankVariant=565

bet	occurrence?id_SignBankVariant=566

better	occurrence?id_SignBankVariant=567
best	occurrence?id_SignBankVariant=564
better_2	occurrence?id_SignBankVariant=6772

between/share	occurrence?id_SignBankVariant=568
between/share* (between/share+agent)	occurrence?id_SignBankVariant=3307
between/share-arc	occurrence?id_SignBankVariant=6830

between/share+agent	occurrence?id_SignBankVariant=3306

bicycle	occurrence?id_SignBankVariant=569
bicycle:j	occurrence?id_SignBankVariant=6448

big	occurrence?id_SignBankVariant=570
big-body	occurrence?id_SignBankVariant=5935
big_2	occurrence?id_SignBankVariant=572
big_3	occurrence?id_SignBankVariant=573
big_4	occurrence?id_SignBankVariant=574
big_5	occurrence?id_SignBankVariant=4448

big-headed	occurrence?id_SignBankVariant=571

bike-pump	occurrence?id_SignBankVariant=575

bill/owe	occurrence?id_SignBankVariant=5326
bill/owe-1p	occurrence?id_SignBankVariant=576

billiards	occurrence?id_SignBankVariant=577
billiards_2	occurrence?id_SignBankVariant=5930

bind/tie-up	occurrence?id_SignBankVariant=580

biology	occurrence?id_SignBankVariant=581

bird	occurrence?id_SignBankVariant=582
bird* (bird+peck)	occurrence?id_SignBankVariant=3313

bird+peck	occurrence?id_SignBankVariant=3309

birthday	occurrence?id_SignBankVariant=584

birthday_3	occurrence?id_SignBankVariant=4686
birthday_3* (birthday_3+day)	occurrence?id_SignBankVariant=5454

birthday_3+day	occurrence?id_SignBankVariant=5772

bison/buffalo	occurrence?id_SignBankVariant=585

bite	occurrence?id_SignBankVariant=586
bite_2	occurrence?id_SignBankVariant=588

bite-nails	occurrence?id_SignBankVariant=587
(1h)bite-nails	occurrence?id_SignBankVariant=5449

bitter	occurrence?id_SignBankVariant=589

black	occurrence?id_SignBankVariant=590
*black* (red+black+(2h)checkers)	occurrence?id_SignBankVariant=6146
*black* (red+black+checkers)	occurrence?id_SignBankVariant=3989
black* (black+berry)	occurrence?id_SignBankVariant=3316
black* (black+berry_2)	occurrence?id_SignBankVariant=6119
black* (black+fs-berry)	occurrence?id_SignBankVariant=3319

black+berry	occurrence?id_SignBankVariant=3315

black+berry_2	occurrence?id_SignBankVariant=6280

black+fs-berry	occurrence?id_SignBankVariant=3318

black-out	occurrence?id_SignBankVariant=591

blame	occurrence?id_SignBankVariant=592
blame-1p	occurrence?id_SignBankVariant=593
i:blame-1p	occurrence?id_SignBankVariant=4354

blank-out	occurrence?id_SignBankVariant=594

blanket	occurrence?id_SignBankVariant=595
(a)blanket	occurrence?id_SignBankVariant=194
blanket_2	occurrence?id_SignBankVariant=596
blanket_3	occurrence?id_SignBankVariant=597

bless	occurrence?id_SignBankVariant=598

blind	occurrence?id_SignBankVariant=599

(cheek)blind	occurrence?id_SignBankVariant=217

blindfold	occurrence?id_SignBankVariant=600

blinds	occurrence?id_SignBankVariant=601

(b)blinds	occurrence?id_SignBankVariant=204

blink/wink	occurrence?id_SignBankVariant=602

block	occurrence?id_SignBankVariant=603

blond	occurrence?id_SignBankVariant=604
*blond (hair_2+blond)	occurrence?id_SignBankVariant=3699

blood	occurrence?id_SignBankVariant=605
*blood ((5)red+blood)	occurrence?id_SignBankVariant=6330
*blood (red+blood)	occurrence?id_SignBankVariant=3993

blossom	occurrence?id_SignBankVariant=606

blouse	occurrence?id_SignBankVariant=607

blow-nose	occurrence?id_SignBankVariant=608
blow-nose_2	occurrence?id_SignBankVariant=609

blow-out	occurrence?id_SignBankVariant=5705

blow-up	occurrence?id_SignBankVariant=610
*blow-up (mind+blow-up)	occurrence?id_SignBankVariant=3828

blue	occurrence?id_SignBankVariant=611
blue* (blue+(1h)collar)	occurrence?id_SignBankVariant=5451
blue* (blue+berry)	occurrence?id_SignBankVariant=3322
blue* (blue+berry_2)	occurrence?id_SignBankVariant=6134
blue* (blue+bpcl:sml-c/3"bruised shoulder")	occurrence?id_SignBankVariant=5568
blue* (blue+fs-berry)	occurrence?id_SignBankVariant=3325
blue* (blue+tooth/glass)	occurrence?id_SignBankVariant=5505

blue+(1h)collar	occurrence?id_SignBankVariant=5778

blue+berry	occurrence?id_SignBankVariant=3321

blue+berry_2	occurrence?id_SignBankVariant=6281

blue+bpcl:sml-c/3"bruised shoulder"	occurrence?id_SignBankVariant=5890

blue+fs-berry	occurrence?id_SignBankVariant=3324

blue+tooth/glass	occurrence?id_SignBankVariant=5780

blush	occurrence?id_SignBankVariant=612
*blush (red+blush)	occurrence?id_SignBankVariant=3996

blush-brush	occurrence?id_SignBankVariant=613
(a)blush-brush	occurrence?id_SignBankVariant=195
(flat-o)blush-brush	occurrence?id_SignBankVariant=247

board	occurrence?id_SignBankVariant=614

boat	occurrence?id_SignBankVariant=615
boat_2	occurrence?id_SignBankVariant=616

body	occurrence?id_SignBankVariant=617

boil	occurrence?id_SignBankVariant=618

bomb	occurrence?id_SignBankVariant=619
*bomb (star+bomb)	occurrence?id_SignBankVariant=5369

(s)bomb	occurrence?id_SignBankVariant=335
(s)bomb_2	occurrence?id_SignBankVariant=336
*(s)bomb (think+(s)bomb)	occurrence?id_SignBankVariant=7680

bone	occurrence?id_SignBankVariant=620

book	occurrence?id_SignBankVariant=621
*book (lcl:b-l"receive from heaven"+book)	occurrence?id_SignBankVariant=7719
*book (ns-jesus+book)	occurrence?id_SignBankVariant=3893
book* (book+sell)	occurrence?id_SignBankVariant=5549
book-pl	occurrence?id_SignBankVariant=623
book_2	occurrence?id_SignBankVariant=6927
open-book	occurrence?id_SignBankVariant=4628

book+sell	occurrence?id_SignBankVariant=5779

book-page	occurrence?id_SignBankVariant=622

boot	occurrence?id_SignBankVariant=624

bore	occurrence?id_SignBankVariant=625

born	occurrence?id_SignBankVariant=626
(s)born	occurrence?id_SignBankVariant=337
birth	occurrence?id_SignBankVariant=583

borrow	occurrence?id_SignBankVariant=627

boss	occurrence?id_SignBankVariant=628
boss* (boss+lowercase/tiny)	occurrence?id_SignBankVariant=3328

boss+lowercase/tiny	occurrence?id_SignBankVariant=3327

ns-boston	occurrence?id_SignBankVariant=1960

both	occurrence?id_SignBankVariant=629

bother	occurrence?id_SignBankVariant=630
(1h)bother	occurrence?id_SignBankVariant=6439
bother-1p	occurrence?id_SignBankVariant=631

bottle	occurrence?id_SignBankVariant=632
bottle-pl	occurrence?id_SignBankVariant=633
bottle_2	occurrence?id_SignBankVariant=4741

bowel-movement	occurrence?id_SignBankVariant=634

bowl	occurrence?id_SignBankVariant=635
*bowl (toilet+bowl)	occurrence?id_SignBankVariant=5567
bowl-pl	occurrence?id_SignBankVariant=636

bowling	occurrence?id_SignBankVariant=637
(crvd-3)bowling	occurrence?id_SignBankVariant=220
bowling_2	occurrence?id_SignBankVariant=640

bowling-strike	occurrence?id_SignBankVariant=638

bowling-strike_2	occurrence?id_SignBankVariant=639

(u)bowtie	occurrence?id_SignBankVariant=345

bowtie	occurrence?id_SignBankVariant=641

box/room	occurrence?id_SignBankVariant=642
*(r)room (class+(r)room)	occurrence?id_SignBankVariant=6236
*box/room ((2h)alt.fancy+box/room)	occurrence?id_SignBankVariant=6114
*box/room ((l)live+box/room)	occurrence?id_SignBankVariant=3182
*box/room (become+box/room)	occurrence?id_SignBankVariant=7661
*box/room (bed+box/room)	occurrence?id_SignBankVariant=3293
*box/room (class+box/room)	occurrence?id_SignBankVariant=3433
*box/room (class_2+box/room)	occurrence?id_SignBankVariant=5043
*box/room (cook/kitchen+box/room)	occurrence?id_SignBankVariant=3445
*box/room (court+box/room)	occurrence?id_SignBankVariant=3457
*box/room (dinner+box/room)	occurrence?id_SignBankVariant=3478
*box/room (eat+box/room)	occurrence?id_SignBankVariant=3538
*box/room (family+box/room)	occurrence?id_SignBankVariant=5610
*box/room (fancy+box/room)	occurrence?id_SignBankVariant=3583
*box/room (fs-locker+box/room)	occurrence?id_SignBankVariant=6566
box/room-pl	occurrence?id_SignBankVariant=643

box/room_3	occurrence?id_SignBankVariant=6493

box_2	occurrence?id_SignBankVariant=644

boxing	occurrence?id_SignBankVariant=645
boxing_2	occurrence?id_SignBankVariant=646

boy	occurrence?id_SignBankVariant=647
*boy* (turn+boy+correct)	occurrence?id_SignBankVariant=6178
*boy_2* (turn+boy_2+correct)	occurrence?id_SignBankVariant=4182
boy* (boy+also)	occurrence?id_SignBankVariant=3331
boy* (boy+baby)	occurrence?id_SignBankVariant=3337
boy* (boy+baby_2)	occurrence?id_SignBankVariant=7693
boy* (boy+correct)	occurrence?id_SignBankVariant=3340
boy* (boy+dcl"round flat")	occurrence?id_SignBankVariant=3346
boy* (boy+friend)	occurrence?id_SignBankVariant=3349
boy* (boy+marry)	occurrence?id_SignBankVariant=6205
boy* (boy+scout)	occurrence?id_SignBankVariant=5022
boy_2* (boy_2+also)	occurrence?id_SignBankVariant=3352
boy_2* (boy_2+correct)	occurrence?id_SignBankVariant=3355
boy_2* (boy_2+correct+law)	occurrence?id_SignBankVariant=3358
boy_2* (boy_2+correct_2+law)	occurrence?id_SignBankVariant=7706
boy_3* (boy_3+marry)	occurrence?id_SignBankVariant=3362

boy+also	occurrence?id_SignBankVariant=3330

boy+baby	occurrence?id_SignBankVariant=3336

boy+baby_2	occurrence?id_SignBankVariant=7702

boy+correct	occurrence?id_SignBankVariant=3339

boy+dcl"round flat"	occurrence?id_SignBankVariant=3345

boy+friend	occurrence?id_SignBankVariant=3348

boy+marry	occurrence?id_SignBankVariant=6319

boy+scout	occurrence?id_SignBankVariant=5225

boy_2+also	occurrence?id_SignBankVariant=3351

boy_2+correct	occurrence?id_SignBankVariant=3354

boy_2+correct+law	occurrence?id_SignBankVariant=3357

boy_2+correct_2+law	occurrence?id_SignBankVariant=7705

boy_3+marry	occurrence?id_SignBankVariant=3361

bra	occurrence?id_SignBankVariant=649
*bra (underpants+bra)	occurrence?id_SignBankVariant=4208
bra* (bra+underpants)	occurrence?id_SignBankVariant=3365
bra_2	occurrence?id_SignBankVariant=650
bra_2* (bra_2+underpants)	occurrence?id_SignBankVariant=7670

bra+underpants	occurrence?id_SignBankVariant=3364

bra_2+underpants	occurrence?id_SignBankVariant=7659

bracelet	occurrence?id_SignBankVariant=651
bracelet_2	occurrence?id_SignBankVariant=652

braces-teeth	occurrence?id_SignBankVariant=5932

brag	occurrence?id_SignBankVariant=653

braid	occurrence?id_SignBankVariant=5630

brake	occurrence?id_SignBankVariant=654
(5-c-l)brake	occurrence?id_SignBankVariant=189

brave/recover	occurrence?id_SignBankVariant=655

brawl	occurrence?id_SignBankVariant=656

bread	occurrence?id_SignBankVariant=657
bread* (bread+dcl"rounded rectangle")	occurrence?id_SignBankVariant=3368

bread+dcl"rounded rectangle"	occurrence?id_SignBankVariant=3367

break	occurrence?id_SignBankVariant=658
break* (break+(2h)fs-up)	occurrence?id_SignBankVariant=6720
break* (break+enter)	occurrence?id_SignBankVariant=4909

break+(2h)fs-up	occurrence?id_SignBankVariant=6722

break+enter	occurrence?id_SignBankVariant=5224

break-down	occurrence?id_SignBankVariant=659

break-down-building	occurrence?id_SignBankVariant=660

breakfast	occurrence?id_SignBankVariant=4555

breasts	occurrence?id_SignBankVariant=661

breathe	occurrence?id_SignBankVariant=662
(1h)breathe	occurrence?id_SignBankVariant=6612

brick_2	occurrence?id_SignBankVariant=6501

bridge	occurrence?id_SignBankVariant=663
(crvd-v)bridge	occurrence?id_SignBankVariant=229

bring	occurrence?id_SignBankVariant=664
bring-1p	occurrence?id_SignBankVariant=665
carry	occurrence?id_SignBankVariant=727

ns-britain	occurrence?id_SignBankVariant=1961

broccoli	occurrence?id_SignBankVariant=4445

broil	occurrence?id_SignBankVariant=5931

broke	occurrence?id_SignBankVariant=666
(2h)broke	occurrence?id_SignBankVariant=5491

ns-brookline	occurrence?id_SignBankVariant=4370

(s)broom	occurrence?id_SignBankVariant=338

broom	occurrence?id_SignBankVariant=667
broom_2	occurrence?id_SignBankVariant=668

brother	occurrence?id_SignBankVariant=669
*brother (half_3+brother)	occurrence?id_SignBankVariant=5548
*brother (sister+brother)	occurrence?id_SignBankVariant=5599
*brother (turn+brother)	occurrence?id_SignBankVariant=4186
brother* (brother+in+law)	occurrence?id_SignBankVariant=3371
brother* (brother+law)	occurrence?id_SignBankVariant=6159
brother-pl	occurrence?id_SignBankVariant=670

brother+in+law	occurrence?id_SignBankVariant=3370

brother+law	occurrence?id_SignBankVariant=6229

brown	occurrence?id_SignBankVariant=671

brush-teeth	occurrence?id_SignBankVariant=672

#bsl	occurrence?id_SignBankVariant=6365

bucket	occurrence?id_SignBankVariant=673

bug	occurrence?id_SignBankVariant=674

build	occurrence?id_SignBankVariant=675
(u-l)build	occurrence?id_SignBankVariant=349

ns-bulgaria	occurrence?id_SignBankVariant=1962
ns-bulgaria_2	occurrence?id_SignBankVariant=1963

(y)bull	occurrence?id_SignBankVariant=364

bull	occurrence?id_SignBankVariant=677

ns-burger-king	occurrence?id_SignBankVariant=1964

(2h)#burn	occurrence?id_SignBankVariant=4455
*#burn (fs-sun+#burn)	occurrence?id_SignBankVariant=5017

burp	occurrence?id_SignBankVariant=6928

burst	occurrence?id_SignBankVariant=4604
*burst (think+burst)	occurrence?id_SignBankVariant=5322

bury	occurrence?id_SignBankVariant=678

bury_2	occurrence?id_SignBankVariant=5683

#bus	occurrence?id_SignBankVariant=9
#bus* (#bus+drive+agent)	occurrence?id_SignBankVariant=6350

#bus+drive+agent	occurrence?id_SignBankVariant=6352

busted	occurrence?id_SignBankVariant=4784

busy/business	occurrence?id_SignBankVariant=4647
business	occurrence?id_SignBankVariant=679
business_2	occurrence?id_SignBankVariant=681
business_3	occurrence?id_SignBankVariant=7712
busy	occurrence?id_SignBankVariant=682
busy_2	occurrence?id_SignBankVariant=684

but	occurrence?id_SignBankVariant=685
(1h)but	occurrence?id_SignBankVariant=4608

#but	occurrence?id_SignBankVariant=6607

butter	occurrence?id_SignBankVariant=686
*butter (nut+butter)	occurrence?id_SignBankVariant=4899
butter_2	occurrence?id_SignBankVariant=687

butterfly	occurrence?id_SignBankVariant=688

button	occurrence?id_SignBankVariant=689

buy	occurrence?id_SignBankVariant=690
*buy (eat+buy)	occurrence?id_SignBankVariant=3541
buy* (buy+agent)	occurrence?id_SignBankVariant=3375

buy+agent	occurrence?id_SignBankVariant=3374

(baby-o)by-a-hair	occurrence?id_SignBankVariant=4644

c	occurrence?id_SignBankVariant=691

cabbage	occurrence?id_SignBankVariant=692
(a)cabbage	occurrence?id_SignBankVariant=196

cabinet	occurrence?id_SignBankVariant=693
cupboard	occurrence?id_SignBankVariant=905

cabinet_2	occurrence?id_SignBankVariant=5934

caesarean-section	occurrence?id_SignBankVariant=694
caesarean-section_2	occurrence?id_SignBankVariant=695

cafeteria	occurrence?id_SignBankVariant=696

cake	occurrence?id_SignBankVariant=697

calculator	occurrence?id_SignBankVariant=698
calculator* (calculator+agent)	occurrence?id_SignBankVariant=6680

calculator+agent	occurrence?id_SignBankVariant=6694

calculus	occurrence?id_SignBankVariant=699

calendar	occurrence?id_SignBankVariant=700
calendar_2	occurrence?id_SignBankVariant=701

call-by-phone	occurrence?id_SignBankVariant=702
call-by-phone:j	occurrence?id_SignBankVariant=4365
i:call-by-phone-1p	occurrence?id_SignBankVariant=4363
i:call-by-phone:j	occurrence?id_SignBankVariant=4758

call-on-relay/vrs	occurrence?id_SignBankVariant=703
call-on-relay/vrs* (call-on-relay/vrs+contact)	occurrence?id_SignBankVariant=6117
i:call-on-relay/vrs-1p	occurrence?id_SignBankVariant=4613

call-on-relay/vrs+contact	occurrence?id_SignBankVariant=6227

calm-down	occurrence?id_SignBankVariant=704

camera	occurrence?id_SignBankVariant=705

camera-flash	occurrence?id_SignBankVariant=706
camera-flash_2	occurrence?id_SignBankVariant=6011

camp	occurrence?id_SignBankVariant=707
camp_2	occurrence?id_SignBankVariant=6715

can	occurrence?id_SignBankVariant=708
(1h)can	occurrence?id_SignBankVariant=4701

cancel/criticize	occurrence?id_SignBankVariant=709

candle	occurrence?id_SignBankVariant=710
candle-pl-arc	occurrence?id_SignBankVariant=6369

candy	occurrence?id_SignBankVariant=711
candy* (candy+dcl"cane")	occurrence?id_SignBankVariant=6554
candy* (candy+fs-cane)	occurrence?id_SignBankVariant=3381

candy+dcl"cane"	occurrence?id_SignBankVariant=3377

candy+fs-cane	occurrence?id_SignBankVariant=3380

cane	occurrence?id_SignBankVariant=712
(2h)cane	occurrence?id_SignBankVariant=142

cannot	occurrence?id_SignBankVariant=713
(1h)cannot	occurrence?id_SignBankVariant=6600

cannot-stand	occurrence?id_SignBankVariant=6763

cap	occurrence?id_SignBankVariant=5643
