a	A	occurrence?id_SignBankVariant=373
article	article, column, essay, journal, research	occurrence?id_SignBankVariant=473

*ascend (stand-up+ascend)	*ascend (stand-up+ascend)	occurrence?id_SignBankVariant=4083

ns-asia	Asia	occurrence?id_SignBankVariant=1952
(a)ns-asia	Asia	occurrence?id_SignBankVariant=199
ns-asia_2	Asia	occurrence?id_SignBankVariant=1953

ask	ask, inquire, query, question	occurrence?id_SignBankVariant=474
(2h)alt.ask_2:i	ask, inquire, query, question	occurrence?id_SignBankVariant=7651
1p-ask:j	ask, inquire, query, question	occurrence?id_SignBankVariant=4357
2p-ask:j	ask, inquire, query, question	occurrence?id_SignBankVariant=4507
ask-1p	ask, inquire, query, question	occurrence?id_SignBankVariant=4495
ask_2	ask, inquire, query, question	occurrence?id_SignBankVariant=475

#asl	#asl	occurrence?id_SignBankVariant=5

assault	abuse, assault, beat, hit, punch	occurrence?id_SignBankVariant=476

assist	advocate, aid, assist, assistant, help, helper, supporter	occurrence?id_SignBankVariant=477

association	agency, association, bracket, bunch, category, classify, congregation, department, division, fellowship, foundation, group, guild, league, order, organization, pool, religious order, sect, series, society, synod, team, union	occurrence?id_SignBankVariant=478

astonished	amazed, astonish, astonished, astound, astounded, dumbfound, dumbfounded, shock, shocked, staggered, surprised	occurrence?id_SignBankVariant=479

astray	astray, deviate, off course, off target, stray	occurrence?id_SignBankVariant=480

ns-athens	Athens	occurrence?id_SignBankVariant=1954

ns-atlanta	Atlanta	occurrence?id_SignBankVariant=1955

*attack (heart+attack)	*attack (heart+attack)	occurrence?id_SignBankVariant=3723

attempt	attempt, make an effort, try	occurrence?id_SignBankVariant=481

attention-tap	get someone's attention, tap, tapping	occurrence?id_SignBankVariant=6423

attention-wave	get someone's attention, wave, waving	occurrence?id_SignBankVariant=482
attention-wave_2	get someone's attention, wave, waving	occurrence?id_SignBankVariant=6463

attitude	attitude	occurrence?id_SignBankVariant=483
attitude_2	attitude	occurrence?id_SignBankVariant=484

auction	auction, bid	occurrence?id_SignBankVariant=485

audience	audience, congegration, crowd, herd, horde, large group of people	occurrence?id_SignBankVariant=486
*audience (people+audience)	audience, congegration, crowd, herd, horde, large group of people	occurrence?id_SignBankVariant=3947

audiology	audiology	occurrence?id_SignBankVariant=487
audiology* (audiology+agent)	audiology	occurrence?id_SignBankVariant=3262

audiology+agent	audiologist	occurrence?id_SignBankVariant=3261

#aug	#aug	occurrence?id_SignBankVariant=5625

aunt	aunt	occurrence?id_SignBankVariant=488
aunt_2	aunt	occurrence?id_SignBankVariant=489

ns-australia	Ausralia	occurrence?id_SignBankVariant=1956

authority	authority, power	occurrence?id_SignBankVariant=490

automatic	automated, automatic	occurrence?id_SignBankVariant=4469

autumn	automn, fall	occurrence?id_SignBankVariant=491

available	available, bare, blank, empty, naked, nude, space, unclothed, unoccupied, vacant	occurrence?id_SignBankVariant=492

average	average, between, mean, partner, share	occurrence?id_SignBankVariant=493
*average ((s)old+average)	average, between, mean, partner, share	occurrence?id_SignBankVariant=3194
average/range	average, mean, range	occurrence?id_SignBankVariant=494
medium	average, between, mean, partner, share	occurrence?id_SignBankVariant=5861

avoid/fall-behind	avoid, fall behind, stay away from, steer clear of	occurrence?id_SignBankVariant=495

awkward	awkward, clumsy, cumbersome	occurrence?id_SignBankVariant=496

b	B	occurrence?id_SignBankVariant=497

baby	baby, infant, newborn	occurrence?id_SignBankVariant=498
*baby (boy+baby)	baby, infant, newborn	occurrence?id_SignBankVariant=3338
*baby (girl+baby)	baby, infant, newborn	occurrence?id_SignBankVariant=3647
*baby (girl_2+baby)	baby, infant, newborn	occurrence?id_SignBankVariant=6727
*baby_2 (boy+baby_2)	baby, infant, newborn	occurrence?id_SignBankVariant=7708
*baby_2 (girl+baby_2)	baby, infant, newborn	occurrence?id_SignBankVariant=3650
baby* (baby+care)	baby, infant, newborn	occurrence?id_SignBankVariant=6725
baby* (baby+care+agent)	baby, infant, newborn	occurrence?id_SignBankVariant=5390

baby+care	baby+care	occurrence?id_SignBankVariant=6761

baby+care+agent	baby+care+agent	occurrence?id_SignBankVariant=5943

back	back (of body)	occurrence?id_SignBankVariant=500

#back	#back	occurrence?id_SignBankVariant=6
#back_2	#back_2	occurrence?id_SignBankVariant=7
(2h)#back_2	(2h)#back_2	occurrence?id_SignBankVariant=127

back-of-mind	in the back of one's mind	occurrence?id_SignBankVariant=4414

back-to-topic	return to the topic at hand	occurrence?id_SignBankVariant=4720

background	background	occurrence?id_SignBankVariant=501

backpack	backpack, to go backpacking	occurrence?id_SignBankVariant=502
(crvd-b)backpack	backpack, to go backpacking	occurrence?id_SignBankVariant=224
backpack_2	backpack, to go backpacking	occurrence?id_SignBankVariant=6498

backstab	backtalk, stab, stab in the back, stab with a knife	occurrence?id_SignBankVariant=503

backward	back, backward, backwards, to the back	occurrence?id_SignBankVariant=5694

backward_2	back, backward, backwards, to the back	occurrence?id_SignBankVariant=6652

bacon	bacon	occurrence?id_SignBankVariant=504
bacon_2	bacon	occurrence?id_SignBankVariant=505

bad	bad, inadequate, naughty, unacceptable, unsatisfactory	occurrence?id_SignBankVariant=506
(2h)bad	bad, inadequate, naughty, unacceptable, unsatisfactory	occurrence?id_SignBankVariant=6128
bad* (bad+dream)	bad, inadequate, naughty, unacceptable, unsatisfactory	occurrence?id_SignBankVariant=3265

bad+dream	nightmare	occurrence?id_SignBankVariant=3264

badge	badge	occurrence?id_SignBankVariant=507
(f)badge	badge	occurrence?id_SignBankVariant=240
badge_2	badge	occurrence?id_SignBankVariant=508

bag	bag, basket, tote	occurrence?id_SignBankVariant=509

bake/oven	bake, oven	occurrence?id_SignBankVariant=510

baking-sprinkles	sprinkles	occurrence?id_SignBankVariant=511
(1h)baking-sprinkles	sprinkles	occurrence?id_SignBankVariant=68

balance	balance, equilibrium, steadiness	occurrence?id_SignBankVariant=512

bald	bald, hairless	occurrence?id_SignBankVariant=513
(2h)bald	bald, hairless	occurrence?id_SignBankVariant=4480
bald* (bald+all-gone)	bald, hairless	occurrence?id_SignBankVariant=3268
bald_2	bald, hairless	occurrence?id_SignBankVariant=4478
bald_2* (bald_2+all-gone)	bald, hairless	occurrence?id_SignBankVariant=6293

bald+all-gone	bald	occurrence?id_SignBankVariant=3267

bald_2+all-gone	bald_2+all-gone	occurrence?id_SignBankVariant=6279

bald_3	bald, hairless	occurrence?id_SignBankVariant=5660

ball	ball, globe, orb, sphere	occurrence?id_SignBankVariant=514
ball* (ball+melon/pumpkin)	ball, globe, orb, sphere	occurrence?id_SignBankVariant=5964

ball+melon/pumpkin	ball+melon/pumpkin	occurrence?id_SignBankVariant=6030

balloon	balloon	occurrence?id_SignBankVariant=515

ns-baltimore	Baltimore	occurrence?id_SignBankVariant=1957

banana	banana, peel a banana	occurrence?id_SignBankVariant=516
banana_3	banana, peel a banana	occurrence?id_SignBankVariant=6499

bandaid	bandage, bandaid	occurrence?id_SignBankVariant=517

ns-bangladesh	Bangladesh	occurrence?id_SignBankVariant=1958

#bank	#bank	occurrence?id_SignBankVariant=5522

baptist	baptist	occurrence?id_SignBankVariant=518

bar	bar, lounge, pub, tavern	occurrence?id_SignBankVariant=519

bark	bark, woof, yap	occurrence?id_SignBankVariant=520
bark_2	bark, woof, yap	occurrence?id_SignBankVariant=521
bark_3	bark, woof, yap	occurrence?id_SignBankVariant=5762

baseball	baseball, softball	occurrence?id_SignBankVariant=522
(s)baseball	baseball, softball	occurrence?id_SignBankVariant=334
baseball_2	baseball, softball	occurrence?id_SignBankVariant=523

basement	basement, cellar	occurrence?id_SignBankVariant=524

basket	basket, bowl	occurrence?id_SignBankVariant=525

basketball	basketball	occurrence?id_SignBankVariant=526
(crvd-5)basketball	basketball	occurrence?id_SignBankVariant=223

bat	bat	occurrence?id_SignBankVariant=527
bat_2	bat	occurrence?id_SignBankVariant=528
bat_3	bat	occurrence?id_SignBankVariant=529

bath	bath, bathe	occurrence?id_SignBankVariant=530
(2h)alt.bath	bath, bathe	occurrence?id_SignBankVariant=6688
bath* (bath+bathrobe)	bath, bathe	occurrence?id_SignBankVariant=3271
bath* (bath+coat)	bath, bathe	occurrence?id_SignBankVariant=3274
bath* (bath+dcl:crvd-b"big round tub")	bath, bathe	occurrence?id_SignBankVariant=3277
bath* (bath+dress/clothes)	bath, bathe	occurrence?id_SignBankVariant=3280
bath* (bath+fs-tub)	bath, bathe	occurrence?id_SignBankVariant=3283

bath+bathrobe	bathroom	occurrence?id_SignBankVariant=3270

bath+coat	bathrobe	occurrence?id_SignBankVariant=3273

bath+dcl:crvd-b"big round tub"	bathtub	occurrence?id_SignBankVariant=3276

bath+dress/clothes	bathrobe	occurrence?id_SignBankVariant=3279

bath+fs-tub	bathtub	occurrence?id_SignBankVariant=3282

(y)bathing-suit	bathing suit, swim suit, swimsuit	occurrence?id_SignBankVariant=363

bathing-suit	bathing suit, swimsuit	occurrence?id_SignBankVariant=531

bathrobe	bathrobe, dressing gown, housecoat, robe	occurrence?id_SignBankVariant=532
*bathrobe (bath+bathrobe)	bathrobe, dressing gown, housecoat, robe	occurrence?id_SignBankVariant=3272

bawl-out	bawl out, chew out, dress down, scold, tell off, yell at	occurrence?id_SignBankVariant=533
(nd-1)bawl-out	bawl out, chew out, dress down, scold, tell off, yell at	occurrence?id_SignBankVariant=280
bawl-out:j	bawl out, chew out, dress down, scold, tell off, yell at	occurrence?id_SignBankVariant=4348
i:bawl-out-distributive-3p-pl-arc	bawl out, chew out, dress down, scold, tell off, yell at	occurrence?id_SignBankVariant=4629

#bbq	#bbq	occurrence?id_SignBankVariant=8
#bqq	#bqq	occurrence?id_SignBankVariant=4508

ns-#bc	ns-#bc	occurrence?id_SignBankVariant=5615

beach	bay, beach, ocean, sea, shore	occurrence?id_SignBankVariant=534
(a)beach	bay, beach, ocean, sea, shore	occurrence?id_SignBankVariant=193

beach_2	bay, beach, ocean, sea, shore	occurrence?id_SignBankVariant=5777

beach_3	bay, beach, ocean, sea, shore	occurrence?id_SignBankVariant=6327

beans	beans	occurrence?id_SignBankVariant=536
beans_2	beans	occurrence?id_SignBankVariant=5684

bear	bear, ursine	occurrence?id_SignBankVariant=537

beard	beard, facial hair, goatee	occurrence?id_SignBankVariant=538

beat	beat, conquer, defeat, overcome, triumph, win at	occurrence?id_SignBankVariant=539
(1h)beat	beat, conquer, defeat, overcome, triumph, win at	occurrence?id_SignBankVariant=4616
*beat_4 (heart+beat_4)	beat, conquer, defeat, overcome, triumph, win at	occurrence?id_SignBankVariant=3729
beat_2	beat, conquer, defeat, overcome, triumph, win at	occurrence?id_SignBankVariant=540

beat_3	beat, conquer, defeat, overcome, triumph, win at	occurrence?id_SignBankVariant=541
(2h)beat_3	beat, conquer, defeat, overcome, triumph, win at	occurrence?id_SignBankVariant=6745

beautiful	alluring, beautiful, good-looking, gorgeous, handsome, lovely, pretty	occurrence?id_SignBankVariant=542
beautiful* (beautiful+dress/clothes)	alluring, beautiful, good-looking, gorgeous, handsome, lovely, pretty	occurrence?id_SignBankVariant=3286
beautiful_2	alluring, beautiful, good-looking, gorgeous, handsome, lovely, pretty	occurrence?id_SignBankVariant=543

beautiful+dress/clothes	formal clothing	occurrence?id_SignBankVariant=3285

beaver	beaver	occurrence?id_SignBankVariant=544
(rd)beaver	beaver	occurrence?id_SignBankVariant=6691

because	because, since	occurrence?id_SignBankVariant=545
(b-l)because	because, since	occurrence?id_SignBankVariant=4715

become	become, change into, get, transform into	occurrence?id_SignBankVariant=546
become* (become+box/room)	become, change into, get, transform into	occurrence?id_SignBankVariant=7660
become* (become+quiet)	become, change into, get, transform into	occurrence?id_SignBankVariant=3289
become_2	become, change into, get, transform into	occurrence?id_SignBankVariant=548

become+box/room	become+box/room	occurrence?id_SignBankVariant=7667

become+quiet	peace, peaceful	occurrence?id_SignBankVariant=3288

become-fat	become fat, get fat	occurrence?id_SignBankVariant=547

bed	bed, sleep	occurrence?id_SignBankVariant=549
(2h)bed	bed, sleep	occurrence?id_SignBankVariant=141
(2h)bed* ((2h)bed+cushion)	bed, sleep	occurrence?id_SignBankVariant=3154
bed* (bed+box/room)	bed, sleep	occurrence?id_SignBankVariant=3292
bed* (bed+cushion)	bed, sleep	occurrence?id_SignBankVariant=3295
bed* (bed+dcl:b-l"bed-spread")	bed, sleep	occurrence?id_SignBankVariant=5437

bed+box/room	bedroom	occurrence?id_SignBankVariant=3291

bed+cushion	mattress	occurrence?id_SignBankVariant=3294

(2h)bed+cushion	mattress	occurrence?id_SignBankVariant=3153

bed+dcl:b-l"bed-spread"	bed+dcl:b-l"bed-spread"	occurrence?id_SignBankVariant=5936

bee	bee	occurrence?id_SignBankVariant=550

beer	ale, beer, brew, pint	occurrence?id_SignBankVariant=551

before	before, pre, prior to	occurrence?id_SignBankVariant=4646
(nd-1)before	before, pre, prior to	occurrence?id_SignBankVariant=4648
before_2	before, pre, prior to	occurrence?id_SignBankVariant=552
before_2* (before_2+school)	before, pre, prior to	occurrence?id_SignBankVariant=3298
before_3	before, pre, prior to	occurrence?id_SignBankVariant=5312

before_2+school	preschool	occurrence?id_SignBankVariant=3297

beg	beg, bum, pandhandle, plead, scrounge	occurrence?id_SignBankVariant=553
beg* (beg+agent)	beg, bum, pandhandle, plead, scrounge	occurrence?id_SignBankVariant=3301
beg_2	beg, bum, pandhandle, plead, scrounge	occurrence?id_SignBankVariant=554
beg_2* (beg_2+agent)	beg, bum, pandhandle, plead, scrounge	occurrence?id_SignBankVariant=3304

beg+agent	beggar	occurrence?id_SignBankVariant=3300

beg_2+agent	beggar	occurrence?id_SignBankVariant=3303

behavior	behavior, conduct	occurrence?id_SignBankVariant=555

behind	back up, behind	occurrence?id_SignBankVariant=556

ns-belgium	Belgium	occurrence?id_SignBankVariant=1959

believe	believe	occurrence?id_SignBankVariant=4415

bell	alarm, alert, bell, signal	occurrence?id_SignBankVariant=557

belong	belong, commect, fit in	occurrence?id_SignBankVariant=558
(c)belong	belong, commect, fit in	occurrence?id_SignBankVariant=215
(f)belong	belong, commect, fit in	occurrence?id_SignBankVariant=6649

below	below, beneath, under, underneath	occurrence?id_SignBankVariant=559

below_2	basic, basis, below, beneath, under, underlying, underneath	occurrence?id_SignBankVariant=560
(1h)below_2	basic, basis, below, beneath, under, underlying, underneath	occurrence?id_SignBankVariant=6597

belt	belt	occurrence?id_SignBankVariant=561
belt_2	belt	occurrence?id_SignBankVariant=5679

benefit	advantage, benefit, gain, profit	occurrence?id_SignBankVariant=562

ns-berkeley	Berkeley	occurrence?id_SignBankVariant=5413

berry	berry, strawberry	occurrence?id_SignBankVariant=563
*berry (black+berry)	berry, strawberry	occurrence?id_SignBankVariant=3317
*berry (blue+berry)	berry, strawberry	occurrence?id_SignBankVariant=3323
*berry_2 (black+berry_2)	berry, strawberry	occurrence?id_SignBankVariant=6256
*berry_2 (blue+berry_2)	berry, strawberry	occurrence?id_SignBankVariant=6266
berry_3	berry, strawberry	occurrence?id_SignBankVariant=6267
